score,dx,dy
0.7025228142738342,-127.65957446808505,143.61702127659578
0.6953600645065308,-159.57446808510633,111.70212765957467
0.6856138110160828,-175.531914893617,143.61702127659578
0.6740434169769287,-478.72340425531917,175.5319148936169
0.662152111530304,287.2340425531915,-95.74468085106383
0.6563259959220886,63.829787234042556,-175.53191489361706
0.6552770137786865,95.74468085106389,-207.44680851063833
0.6545431613922119,-63.829787234042556,159.57446808510622
0.6539389491081238,-95.74468085106389,159.57446808510622
0.6520692706108093,-95.74468085106389,127.65957446808511
0.6509394645690918,47.872340425532,-175.53191489361706
0.6507200002670288,111.70212765957456,-207.44680851063833
0.6495322585105896,-319.1489361702128,207.44680851063845
0.649375319480896,-223.4042553191489,127.65957446808511
0.6470564603805542,271.2765957446809,-111.7021276595745
0.6441210508346558,95.74468085106378,-175.53191489361706
0.6428598761558533,-287.23404255319144,127.65957446808511
0.6424782872200012,-303.19148936170217,207.44680851063822
0.6422712802886963,-143.61702127659566,127.65957446808511
0.641862154006958,-223.40425531914894,239.36170212765967
0.6398000717163086,-287.23404255319144,159.57446808510645
0.6397888660430908,223.404255319149,-111.7021276595745
0.6396365761756897,191.48936170212767,-303.1914893617021
0.6370350122451782,-175.5319148936169,271.2765957446808
0.6356667280197144,-462.76595744680844,207.44680851063822
0.6346850395202637,287.2340425531915,-207.44680851063833
0.6339161992073059,63.829787234042556,-239.3617021276596
0.6328414678573608,271.2765957446809,-127.65957446808511
0.6323732137680054,-79.78723404255311,95.74468085106378
0.6321704387664795,-143.61702127659566,143.61702127659578
0.6311144232749939,-287.23404255319144,191.48936170212767
0.6306072473526001,127.65957446808511,-207.44680851063833
0.6297130584716797,47.872340425532,127.65957446808511
0.6290804743766785,-319.1489361702128,159.57446808510645
0.6279829740524292,-367.02127659574467,79.78723404255311
0.6268166899681091,95.74468085106378,-143.61702127659578
0.6265439987182617,47.872340425532,-207.44680851063833
0.6263521313667297,-271.2765957446809,127.65957446808511
0.6253589391708374,-319.1489361702128,127.65957446808511
0.6248346567153931,-127.65957446808511,0.0
0.6244224905967712,-319.1489361702128,127.65957446808511
0.6242506504058838,303.19148936170217,-143.61702127659578
0.6240553259849548,79.78723404255322,143.61702127659578
0.6235823631286621,-223.40425531914894,207.44680851063833
0.6225488781929016,-143.61702127659578,79.78723404255311
0.6215267777442932,-175.531914893617,143.61702127659578
0.6214112043380737,-95.74468085106389,63.82978723404244
0.6188163757324219,-15.957446808510667,111.70212765957444
0.6187542676925659,303.19148936170217,-175.53191489361706
0.6187430024147034,-63.829787234042556,95.74468085106378
0.6179842352867126,191.48936170212767,-159.5744680851064
0.6176038384437561,15.957446808510667,-239.3617021276596
0.6169410943984985,271.2765957446809,-159.5744680851064
0.6166692972183228,-159.57446808510645,111.70212765957444
0.616653561592102,63.829787234042556,-207.44680851063833
0.6164157390594482,-175.531914893617,271.276595744681
0.6156045198440552,-191.48936170212767,79.78723404255311
0.6155374646186829,0.0,95.74468085106378
0.615504264831543,31.91489361702122,95.74468085106378
0.6149533987045288,127.65957446808511,-239.3617021276596
0.613562285900116,-287.23404255319144,79.78723404255311
0.6131182909011841,-127.65957446808511,95.74468085106378
0.612640917301178,-430.8510638297872,159.57446808510622
0.6117010712623596,-925.531914893617,175.531914893617
0.6116857528686523,-223.40425531914894,287.23404255319156
0.6116361618041992,-319.1489361702128,79.78723404255311
0.6096292734146118,-893.6170212765957,143.61702127659578
0.609292209148407,143.61702127659578,-207.44680851063833
0.609273374080658,-31.914893617021335,143.61702127659578
0.6080241203308105,-111.7021276595745,191.4893617021276
0.6079882383346558,303.19148936170217,-207.44680851063833
0.6078012585639954,95.74468085106389,-239.3617021276596
0.6076956391334534,303.1914893617021,-191.48936170212767
0.6070520877838135,143.61702127659578,-239.36170212765956
0.6048856973648071,95.74468085106389,-223.40425531914894
0.6031687259674072,335.1063829787234,-223.40425531914894
0.6029005646705627,191.48936170212767,-239.3617021276596
0.6027184128761292,0.0,127.65957446808511
0.6020906567573547,-909.5744680851064,223.4042553191489
0.6020534038543701,-95.74468085106378,-15.957446808510667
0.6019297242164612,-63.829787234042556,-15.957446808510667
0.6017813682556152,-255.31914893617022,111.70212765957444
0.6014102101325989,-287.23404255319144,111.70212765957444
0.6010056734085083,-127.65957446808522,207.44680851063833
0.6001697182655334,-861.7021276595744,191.48936170212767
0.6000734567642212,-893.6170212765957,175.531914893617
0.6000343561172485,303.1914893617021,-223.40425531914894
0.6000098586082458,-31.914893617021335,127.65957446808511
0.5999564528465271,-207.44680851063822,255.31914893617034
0.5997549295425415,-319.1489361702128,111.70212765957444
0.5996778607368469,111.70212765957456,-223.4042553191489
0.5994749665260315,-127.65957446808511,127.65957446808511
0.598762571811676,127.65957446808511,-223.40425531914894
0.5987173914909363,-367.02127659574467,0.0
0.5983538031578064,-159.57446808510645,95.74468085106378
0.5980238318443298,-351.063829787234,111.70212765957444
0.5975556373596191,143.61702127659578,-191.48936170212767
0.5967797636985779,-367.02127659574467,127.659574468085
0.5960736870765686,-31.91489361702122,-15.957446808510667
0.5960683226585388,143.61702127659578,-223.40425531914894
0.5960195064544678,-159.57446808510633,127.659574468085
0.5958617329597473,-414.89361702127655,143.61702127659578
0.5954950451850891,-462.76595744680856,191.48936170212755
0.5954812169075012,-287.23404255319144,191.48936170212767
0.5953267216682434,127.65957446808511,-239.3617021276596
0.5952747464179993,-319.1489361702128,79.78723404255334
0.5951235294342041,-223.4042553191489,143.61702127659566
0.594235897064209,-255.31914893617022,111.70212765957444
0.5941072702407837,-909.5744680851064,255.31914893617022
